Year,Day,Month,Time of capture,species name,Sex,Age,Band number,Trap identification,Weather,Banding report?,Recapture?,Recapture date (month),Recapture date (day),Condition,Release,Comments,Data entry person,Weight,Wing chord,Temperature,"Recapture, original","Recapture, previous",Tail length
1979,21,5,7:00:00,Robin,M,AHY (After Hatch Year),772-04575,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,72,129,,,,
1979,21,5,7:00:00,Least Flycatcher,U,AHY (After Hatch Year),1460-64925,E,Clear; calm,check mark in record,no check,none,none,none,none,C8; P/S: 11,Keith Bradley-Hewitt,12,63,,,,
1979,21,5,7:00:00,Field Sparrow,M,U (Unknown),1460-64328,E,Clear; calm,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.5,,,,,
1979,21,5,7:00:00,Swainson's Thrush,M,AHY (After Hatch Year),1211-72754,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,32.2,93,,,,
1979,21,5,7:00:00,Grackle,M,U (Unknown),1213-60181,E,Clear; calm,no check mark in record,no check,none,none,none,(rel),none,Keith Bradley-Hewitt,,,,,,
1979,21,5,7:00:00,Black-capped Chickadee,U,U (Unknown),1460-64711,E,Clear; calm,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.1,,,,,
1979,21,5,7:00:00,Black-capped Chickadee,F,U (Unknown),1460-64726,E,Clear; calm,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.6,,,,,
1979,21,5,7:00:00,Swainson's Thrush,M,AHY (After Hatch Year),1211-72755,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,33,93,,,,
1979,21,5,7:00:00,Kingbird,M,AHY (After Hatch Year),1211-72756,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,41,112,,,,
1979,21,5,7:00:00,Least Flycatcher,U,AHY (After Hatch Year),1460-64926,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.2,63,,,,
1979,21,5,7:00:00,Blue Jay,M,AHY (After Hatch Year),Clear; calm,E,Clear; calm,no check mark in record,no check,none,none,none,(rel),none,Keith Bradley-Hewitt,,,,,,
1979,21,5,7:00:00,White-breast Nuthatch,M,AHY (After Hatch Year),850-30621,E,Clear; calm,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,22.7,,,,,
1979,21,5,7:00:00,Catbird,M,AHY (After Hatch Year),77-127748,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,33.6,84,,,,
1979,21,5,7:00:00,Rose-breast Grosbeak,M,SY (Second year),77-127749,E,Clear; calm,check mark in record,no check,none,none,none,none,#595,Keith Bradley-Hewitt,41.1,96,,,,
1979,21,5,7:00:00,Baltimore Oriole,F,AHY (After Hatch Year),77-127750,E,Clear; calm,check mark in record,no check,none,none,none,none,#507,Keith Bradley-Hewitt,40.5,93,,,,
1979,21,5,7:00:00,Swainson's Thrush,U,AHY (After Hatch Year),1211-72757,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Jolani Daney,32.4,91,,,,
1979,21,5,7:00:00,Philadelphia Vireo,F,AHY (After Hatch Year),900-88026,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,14.4,68,,,,
1979,21,5,7:00:00,Least Flycatcher,F,AHY (After Hatch Year),1460-64927,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11,58,,,,
1979,21,5,7:00:00,Song Sparrow,M,AHY (After Hatch Year),900-88027,E,Clear; calm,check mark in record,no check,none,none,none,none,#581,Keith Bradley-Hewitt,22.5,66,,,,
1979,22,5,6:00:00,Yellowthroat,M,AHY (After Hatch Year),1460-64928,GU/Net,Cloudy; raining; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,10.5,58,,,,
1979,22,5,6:00:00,Catbird,M,AHY (After Hatch Year),77-127751,GU/Net,Cloudy; raining; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,Wet,88,,,,
1979,22,5,6:00:00,Catbird,U,AHY (After Hatch Year),77-127752,GU/Net,Cloudy; raining; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,Wet,86,,,,
1979,22,5,7:00:00,Catbird,M,AHY (After Hatch Year),77-127753,GU/Net,Cloudy; raining; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,Wet,86,,,,
1979,22,5,7:00:00,Blue Jay,F,AHY (After Hatch Year),1213-88380,GU/Net,Cloudy; raining; light winds,check mark in record,no check,none,none,none,none,V. Faint,Keith Bradley-Hewitt,Wet,128,,,,
1979,22,5,7:00:00,Blue Jay,M,AHY (After Hatch Year),1213-88381,M/4,Cloudy; raining; light winds,check mark in record,no check,none,none,none,none,nil,Keith Bradley-Hewitt,Wet,124,,,,
1979,22,5,7:00:00,Black-capped Chickadee,F,U (Unknown),1460-64722,M/4,Cloudy; raining; light winds,no check mark in record,no check,none,none,none,none,White crown patch,Keith Bradley-Hewitt,12.7,,,,,
1979,22,5,7:00:00,Black-capped Chickadee,F,U (Unknown),1430-01571,M/2,Cloudy; raining; light winds,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1979,22,5,7:00:00,House Sparrow,M,AHY (After Hatch Year),1211-72758,M/2,Cloudy; raining; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1979,22,5,18:00:00,Baltimore Oriole,F,AHY (After Hatch Year),77-127754,G/Net,Cloudy; raining; light winds,check mark in record,no check,none,none,none,none,#507,Keith Bradley-Hewitt,34.1,88,,,,
1979,22,5,18:00:00,Baltimore Oriole,M,AHY (After Hatch Year),77-127755,G/Net,Cloudy; raining; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,32.1,93,,,,
1979,24,5,7:00:00,Catbird,M,AHY (After Hatch Year),77-127760,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,34.2,86,,,,
1979,24,5,7:00:00,Blue Jay,U,AHY (After Hatch Year),1213-88382,M/4,Clear; calm,check mark in record,no check,none,none,none,none,nil,Keith Bradley-Hewitt,84.2,134,,,,
1979,24,5,10:00:00,Red-winged Blackbird,M,AHY (After Hatch Year),772-04576,M/2,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,65.3,121,,,,
1979,24,5,11:00:00,Red-eyed Vireo,M,AHY (After Hatch Year),900-88028,E,Clear; calm,check mark in record,no check,none,none,none,none,#624,Keith Bradley-Hewitt,18.8,81,,,,
1979,24,5,15:00:00,Blue Jay,M,AHY (After Hatch Year),1213-88383,M/4,Clear; calm,check mark in record,no check,none,none,none,none,nil,Keith Bradley-Hewitt,88.9,135,,,,
1979,24,5,18:00:00,White-breast Nuthatch,F,AHY (After Hatch Year),900-88029,M/T,Clear; calm,check mark in record,no check,none,none,none,none,Grey cap,Keith Bradley-Hewitt,21.4,82,,,,
1979,24,5,18:00:00,Catbird,M,AHY (After Hatch Year),77-127761,GU,Clear; calm,check mark in record,no check,none,none,none,none,Tongue enmeched,Keith Bradley-Hewitt,35.9,88,,,,
1979,24,5,18:30:00,Catbird,M,AHY (After Hatch Year),77-127762,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,35.9,89,,,,
1979,24,5,18:30:00,Rose-beak Grosbeak,M,SY (Second year),77-127763,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,44.6,96,,,,
1979,24,5,20:00:00,Tennessee Warbler,F,AHY (After Hatch Year),1460-64929,E,Clear; calm,check mark in record,no check,none,none,none,none,#647,Keith Bradley-Hewitt,11.6,60,,,,
1979,24,5,20:30:00,Catbird,U,AHY (After Hatch Year),77-127764,GU,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,34.1,86,,,,
1979,25,5,5:00:00,House Wren,M,AHY (After Hatch Year),1460-64930,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.1,48,,,,
1979,25,5,5:00:00,Catbird,U,U (Unknown),77-127751,GU,Clear; calm,no check mark in record,no check,none,none,bad,(rel),Bad condition in net,Keith Bradley-Hewitt,,,,,,
1979,25,5,5:00:00,Traill's Flycatcher,U,AHY (After Hatch Year),1460-64931,GU,Clear; calm,check mark in record,no check,none,none,none,none,P/S: 15,Keith Bradley-Hewitt,14.3,75,,,,
1979,25,5,5:00:00,Downy Woodpecker,M,AHY (After Hatch Year),1211-72759,GU,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,27.3,93,,,,
1979,25,5,5:00:00,Catbird,M,AHY (After Hatch Year),77-127765,GU,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,34.2,86,,,,
1979,25,5,6:00:00,Catbird,U,U (Unknown),77-127761,E,Clear; calm,no check mark in record,no check,none,none,none,(rel),none,Keith Bradley-Hewitt,,,,,,
1979,25,5,6:00:00,Catbird,M,AHY (After Hatch Year),871-62812,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,43.7,,,,,
1979,25,5,8:00:00,Rose-breast Grosbeak,M,ASY (After Second Year),77-127766,GU,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,42.3,99,,,,
1979,25,5,8:00:00,Rose-breast Grosbeak,M,ASY (After Second Year),77-127767,GU,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,38.9,94,,,,
1979,25,5,8:00:00,Rose-breast Grosbeak,M,ASY (After Second Year),77-127768,GU,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,39.8,99,,,,
1979,25,5,10:00:00,Brown Thrasher,M,AHY (After Hatch Year),772-04577,GU,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,71.2,100,,,,
1979,25,5,10:00:00,Ruby-throated Hummingbird,M,AHY (After Hatch Year),x-20557,GU,Clear; calm,check mark in record,check or yes,10,17,none,none,#428; 10/17,Keith Bradley-Hewitt,3.3,38,,,,
1979,25,5,12:00:00,Catbird,M,AHY (After Hatch Year),77-127769,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,36.7,85,,,,
1979,2,6,8:00:00,Catbird,U,AHY (After Hatch Year),77-127770,GU/Net,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,35.5,95,,,,
1979,2,6,9:00:00,Catbird,M,AHY (After Hatch Year),871-62894,E,Clear; calm,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,35.2,91,,,,
1979,2,6,9:00:00,Catbird,U,AHY (After Hatch Year),77-127771,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,36.9,89,,,,
1979,2,6,9:00:00,Catbird,U,AHY (After Hatch Year),77-127772,GU,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,34.1,91,,,,
1979,2,6,9:00:00,Cedar Waxwing,U,AHY (After Hatch Year),1211-72760,GU,Clear; calm,check mark in record,no check,none,none,none,none,No red tips,Keith Bradley-Hewitt,29.1,94,,,,
1979,2,6,10:00:00,American Goldfinch,M,AHY (After Hatch Year),1460-64932,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.8,70,,,,
1979,2,6,10:00:00,American Goldfinch,M,AHY (After Hatch Year),1460-64933,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.4,72,,,,
1979,2,6,10:00:00,Rose-breast Grosbeak,M,AHY (After Hatch Year),77-127773,GU,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,41,100,,,,
1979,2,6,11:00:00,Baltimore Oriole,M,AHY (After Hatch Year),77-127774,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,31.8,92,,,,
1979,7,6,8:00:00,Traill's Flycatcher,M,AHY (After Hatch Year),1460-64934,E,Cloudy; moderate winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13,66,,,,
1979,7,6,11:00:00,Blue Jay,F,U (Unknown),1213-88322,M/2,Cloudy; moderate winds,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1979,7,6,18:00:00,Indigo Bunting,F,AHY (After Hatch Year),900-88030,E,Cloudy; moderate winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,14.7,62,,,,
1979,7,6,19:30:00,Robin,F,AHY (After Hatch Year),772-04578,E,Cloudy; moderate winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,83.5,121,,,,
1979,7,6,20:00:00,Robin,M,U (Unknown),772-04567,E,Cloudy; moderate winds,no check mark in record,no check,none,none,none,(rel),none,Keith Bradley-Hewitt,,,,,,
1979,8,6,8:00:00,Robin,F,U (Unknown),772-04573,E,Cloudy; strong winds,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,,,,,,
1979,8,6,8:00:00,Brown Thrasher,M,AHY (After Hatch Year),772-04579,E,Cloudy; strong winds,check mark in record,no check,none,none,none,none,cut on right wing,Keith Bradley-Hewitt,72.2,112,,,,
1979,8,6,18:00:00,Common Grackle,M,AHY (After Hatch Year),1213-88384,M/2,Cloudy; strong winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,115.6,145,,,,132
1979,9,6,7:00:00,Robin,F,AHY (After Hatch Year),772-04580,E,Cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,74.9,123,,,,90
1979,9,6,7:00:00,Black-billed Cuckoo,U,AHY (After Hatch Year),772-04581,E,Cloudy; light winds,check mark in record,no check,none,none,none,none,#388,Keith Bradley-Hewitt,48.5,130,,,,144
1979,10,6,13:00:00,Mourning Dove,M,AHY (After Hatch Year),1243-56162,M/2,Cloudy; moderate winds,check mark in record,no check,none,none,none,none,#316,Keith Bradley-Hewitt,123.9,146,,,,130
1979,10,6,18:00:00,Catbird,M,AHY (After Hatch Year),77-127764,E,Cloudy; moderate winds,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,34.5,,,,,
1979,10,6,18:00:00,Yellowthroat,M,AHY (After Hatch Year),1360-65389,E,Cloudy; moderate winds,no check mark in record,no check,none,none,none,none,Cut tongue on net,Keith Bradley-Hewitt,10.2,55,,,,
1979,11,6,5:00:00,Catbird,M,AHY (After Hatch Year),77-127775,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,34.1,87,,,,
1979,11,6,7:00:00,Catbird,M,AHY (After Hatch Year),77-127776,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,36.8,91,,,,
1979,12,6,7:00:00,Catbird,M,AHY (After Hatch Year),77-127777,E,Clear (mists); calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,38.2,91,,,,
1979,12,6,17:00:00,Robin,F,AHY (After Hatch Year),772-04582,E,Clear (mists); calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,82.4,123,,,,
1979,13,6,6:00:00,Tree Swallow,F,AHY (After Hatch Year),900-88031,Nest 3,Partly cloudy; calm,check mark in record,no check,none,none,none,none,sitting on 4 nestlings,Keith Bradley-Hewitt,,,,,,
1979,13,6,19:00:00,Brown Thrasher,M,AHY (After Hatch Year),772-04583,M/2,Partly cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,72.2,98,,,,111
1979,16,6,6:00:00,Catbird,M,AHY (After Hatch Year),77-127778,E,Cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,33.7,89,,,,
1979,18,6,7:00:00,Blue Jay,U,U (Unknown),1113-89901,M/2,Clear; moderate winds,no check mark in record,check or yes,6,10,none,none,Band over toe #1; large welt formed; stripes; 6/10/72,Keith Bradley-Hewitt,80.4,,,6/10/72,,
1979,19,6,6:00:00,Blue Jay,F,U (Unknown),1213-60176,M/T,Cloudy; moderate winds,no check mark in record,no check,none,none,none,none,Alula light,Keith Bradley-Hewitt,87.8,,,,,
1979,21,6,14:00:00,Blue Jay,U,U (Unknown),1213-88367,M/T,Cloudy; moderate winds,no check mark in record,no check,none,none,none,none,Alula faint,Keith Bradley-Hewitt,90.7,127,,,,
1979,22,6,21:00:00,Catbird,M,AHY (After Hatch Year),77-127780,E,Cloudy; calm,check mark in record,no check,none,none,none,none,O.N.,Keith Bradley-Hewitt,36,89,,,,90
1979,23,6,11:00:00,Brown Thrasher,M,AHY (After Hatch Year),772-04584,G,Overcast; light winds,check mark in record,no check,none,none,none,none,cut tongue,Keith Bradley-Hewitt,,103,,,,121
1979,23,6,19:00:00,Robin,U,HY (Hatch Year),772-04585,G,Overcast; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,71.5,117,,,,87
1979,23,6,19:00:00,Rose-breast Grosbeak,M,SY (Second year),77-127779,G,Overcast; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,41.4,95,,,,68
1979,23,6,19:00:00,American Goldfinch,F,AHY (After Hatch Year),1460-64935,E,Overcast; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.6,68,,,,44
1979,23,6,19:00:00,American Goldfinch,F,AHY (After Hatch Year),1460-64936,E,Overcast; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.5,67,,,,44
1979,23,6,21:00:00,Cedar Waxwing,M,AHY (After Hatch Year),1211-72761,E,Overcast; light winds,check mark in record,no check,none,none,none,none,"Black throat; O.N.; no ""wax""",Keith Bradley-Hewitt,28,89,,,,61
1979,24,6,5:00:00,Catbird,F,U (Unknown),871-62812,E,Patly cloudy; calm,no check mark in record,no check,5,26,none,none,Worn band; moult; 5/26/78,Keith Bradley-Hewitt,38.3,89,,5/26/78,,
1979,24,6,8:00:00,Robin,U,HY (Hatch Year),772-014586,G,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,68.7,122,,,,
1979,24,6,19:00:00,Catbird,M,AHY (After Hatch Year),77-127781,G,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,35.4,87,,,,97
1979,25,6,7:00:00,Rose-breast Grosbeak,M,ASY (After Second Year),77-127782,G,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,43.8,97,,,,70
1979,25,6,9:00:00,Robin,U,HY (Hatch Year),772-04587,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,60.6,98,,,,50
1979,26,6,8:00:00,Catbird,M,U (Unknown),871-62894,E,Partly-cloudy; calm,no check mark in record,check or yes,5,18,none,(rel),5/18/79,Keith Bradley-Hewitt,,,,5/18/79,,
1979,4,7,7:00:00,Downy Woodpecker,M,U (Unknown),1211-60693,E,Slightly cloudy; light winds,no check mark in record,check or yes,10,13,none,none,none,Keith Bradley-Hewitt,26.5,91,,10/13/78,,40
1979,4,7,12:00:00,Catbird,M,AHY (After Hatch Year),77-127783,E,Slightly cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,36,89,,,,92
1979,7,4,12:00:00,Catbird,M,AHY (After Hatch Year),77-127762,E,Slightly-cloudy; light winds,no check mark in record,check or yes,5,23,none,none,none,Keith Bradley-Hewitt,36.4,87,,5/23/79,,94
1979,4,7,15:00:00,Catbird,M,AHY (After Hatch Year),77-127784,E,Slightly cloudy; light winds,check mark in record,no check,none,none,none,none,Moult,Keith Bradley-Hewitt,34.4,87,,,,88
1979,4,7,19:00:00,Robin,U,HY (Hatch Year),772-04588,G,Slightly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,73.4,124,,,,89
1979,4,7,20:00:00,Indigo Bunting,F,AHY (After Hatch Year),900-88032,G,Slightly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,15.2,60,,,,44
1979,5,7,7:00:00,Catbird,M,AHY (After Hatch Year),77-127785,E,Slightly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,34.4,90,,,,88
1979,5,7,15:00:00,American Goldfinch,F,AHY (After Hatch Year),1460-64937,E,Slightly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.8,69,,,,44
1979,5,7,19:00:00,Catbird,F,AHY (After Hatch Year),77-127786,E,Slightly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,41.7,86,,,,85
1979,5,7,20:00:00,Catbird,M,AHY (After Hatch Year),77-127787,E,Slightly-cloudy; calm,check mark in record,no check,none,none,none,none,tail moult,Keith Bradley-Hewitt,33.1,81,,,,88
1979,5,7,20:00:00,Robin,U,HY (Hatch Year),772-04589,E,Slightly-cloudy; calm,check mark in record,no check,none,none,none,none,speckled back,Keith Bradley-Hewitt,75.4,130,,,,90
1979,6,7,6:00:00,Catbird,M,AHY (After Hatch Year),77-127789,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,36,90,,,,91
1979,6,7,7:00:00,Catbird,U,HY (Hatch Year),77-127788,E,Clear; calm,check mark in record,no check,none,none,none,none,Yellow gape,Keith Bradley-Hewitt,33.5,78,,,,38
1979,6,7,9:00:00,Catbird,M,AHY (After Hatch Year),791-68635,E,Clear; calm,no check mark in record,check or yes,6,3,none,none,Upper mandible overlaps; 6/3/76,Keith Bradley-Hewitt,35.5,91,,6/3/76,,94
1979,6,7,18:00:00,Catbird,U,HY (Hatch Year),77-127790,E,Clear; calm,check mark in record,no check,none,none,none,none,Black cap; no tail,Keith Bradley-Hewitt,32.8,87,,,,
1979,6,7,18:00:00,Catbird,F,AHY (After Hatch Year),77-127791,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,35.5,84,,,,
1979,6,7,21:00:00,Catbird,F,AHY (After Hatch Year),77-127792,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,33.8,88,,,,86
1979,7,7,7:00:00,American Goldfinch,M,AHY (After Hatch Year),1460-64938,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.7,75,,,,
1979,7,7,9:00:00,Yellow-bellied Sapsucker,M,HY (Hatch Year),77-127793,G,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,#402,Keith Bradley-Hewitt,45.6,123,,,,47
1979,7,7,9:00:00,Indigo Bunting,F,U (Unknown),890-06487,Pond,Partly-cloudy; calm,no check mark in record,check or yes,7,5,none,none,dead in net loop,Keith Bradley-Hewitt,,,,7/5/78,,
1979,7,7,10:00:00,American Goldfinch,M,AHY (After Hatch Year),1460-64939,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.1,71,,,,
1979,7,7,10:00:00,American Goldfinch,M,ASY (After Second Year),1460-64940,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.6,75,,,,
1979,7,7,10:00:00,American Goldfinch,F,AHY (After Hatch Year),1460-64941,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.2,69,,,,
1979,7,7,11:00:00,Brown Thrasher,M,AHY (After Hatch Year),772-04592,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,71.1,101,,,,
1979,7,7,11:00:00,House Sparrow,M,AHY (After Hatch Year),1211-72762,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,33,82,,,,
1979,7,7,13:00:00,Barn Swallow,M,AHY (After Hatch Year),900-88033,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,16.9,116,,,,
1979,7,7,13:00:00,Downy Woodpecker,F,U (Unknown),1211-72763,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,26.8,92,,,,58
1979,7,7,13:00:00,Downy Woodpecker,F,U (Unknown),1211-72764,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,25.6,96,,,,62
1979,8,7,21:00:00,Robin,U,HY (Hatch Year),772-04590,E,Overcast; cloudy; calm,check mark in record,no check,none,none,none,none,Post-natal moult,Keith Bradley-Hewitt,75.4,131,,,,97
1979,9,7,9:00:00,Catbird,U,HY (Hatch Year),77-127794,E,Clear (morning mist); calm,check mark in record,no check,none,none,none,none,Yellow gape,Keith Bradley-Hewitt,35.7,84,,,,83
1979,10,7,8:00:00,Catbird,M,AHY (After Hatch Year),77-127781,Hillside,Clear; calm,no check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,35.2,,,,,
1979,15,7,6:00:00,Catbird,M,AHY (After Hatch Year),77-127778,E,Partly-cloudy; light winds,no check mark in record,no check,6,16,none,none,6/16/79,Keith Bradley-Hewitt,33.7,87,,6/16/79,,
1979,15,7,9:00:00,Yellowthroat,M,AHY (After Hatch Year),1460-64942,E,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,Rectrices frayed,Keith Bradley-Hewitt,9.9,53,,,,
1979,15,7,9:00:00,American Goldfinch,M,ASY (After Second Year),1460-64943,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.9,72,,,,48
1979,15,7,9:00:00,Robin,U,HY (Hatch Year),772-04591,E,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,69.8,127,,,,
1979,15,7,9:00:00,Robin,U,HY (Hatch Year),772-04593,E,Partly-cloudy; light winds,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,70.8,126,,,,94
1979,16,7,20:00:00,Field Sparrow,M,AHY (After Hatch Year),1460-64328,E,Clear; calm,no check mark in record,check or yes,9,30,none,none,9/30/78,Keith Bradley-Hewitt,13.9,63,,,,62
1979,17,7,11:00:00,Killdeer,U,L (Local),772-04594,Nest,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,9.9,,,,,
1979,17,7,19:00:00,Catbird,M,AHY (After Hatch Year),77-127757,E,Clear; calm,check mark in record,no check,none,none,none,(rel),none,Keith Bradley-Hewitt,,,,,,
1979,17,7,20:00:00,Field Sparrow,U,HY (Hatch Year),1460-64944,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,12.5,58,,,,59
1979,17,7,20:00:00,Field Sparrow,U,AHY (After Hatch Year),1460-64945,E,Clear; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.3,66,,,,
1979,18,7,5:00:00,Field Sparrow,F,AHY (After Hatch Year),1460-64946,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,11.5,61,,,,63
1979,18,7,6:00:00,Catbird,U,HY (Hatch Year),77-127795,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,Yellow gape,Keith Bradley-Hewitt,34.2,90,,,,
1979,18,7,8:00:00,American Goldfinch,F,AHY (After Hatch Year),1460-64947,E,Partly-cloudy; calm,check mark in record,no check,none,none,none,none,none,Keith Bradley-Hewitt,13.2,68,,,,43
1979,18,7,10:30:00,Killdeer,U,L (Local),772-04594,Front lot,Partly-cloudy; calm,no check mark in record,no check,none,none,none,none,tarsus 23,Keith Bradley-Hewitt,9.1,15,,,,
