Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Effect: Impact to flight,Effect: Other,Location: Nearby if en route,Aircraft: Flight Number,FlightDate,Record ID,Effect: Indicated Damage,Location: Freeform en route,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Reported: Date,Wildlife: Size,Conditions: Sky,Wildlife: Species,When: Time (HHMM),When: Time of day,Pilot warned of birds or wildlife?,Cost: Aircraft time out of service (hours),Cost: Other (inflation adj),Cost: Repair (inflation adj),Cost: Total $,Miles from airport,Feet above ground,Number of human fatalities,Number of people injured,Speed (IAS) in knots
Airplane,UNKNOWN,Unknown,MD-90-30,1,,,,,10/22/00 0:00,226211,No damage,FOUND AT RNO,2,DELTA AIR LINES,N/A,,,FALSE,FALSE,"# STRUCK NOT REPTD, ASSUME 1. ENG # NOT REPTD, ASSUME #1.",2/3/03 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,WORCESTER REGIONAL,< 1000 ft,SAAB-340,1,None,,,,10/23/00 0:00,206648,No damage,,2,AMERICAN EAGLE AIRLINES,Massachusetts,Approach,None,FALSE,FALSE,POSSIBLY AN OWL,,Medium,No Cloud,Unknown bird - medium,,Night,N,,0,0,0,,500,,,130
Airplane,JOHN F KENNEDY INTL,< 1000 ft,SAAB-340,1,None,,,,10/23/00 0:00,204164,No damage,,2,AMERICAN EAGLE AIRLINES,New York,Approach,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,,100,,,115
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-747-400,1,None,,,,10/23/00 0:00,208084,No damage,,4,ALL NIPPON AIRWAYS,DC,Approach,None,FALSE,FALSE,,,Large,No Cloud,Unknown bird - large,,Day,Y,,0,0,0,,300,,,155
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,A-319,1,None,,,,10/23/00 0:00,203301,No damage,,2,US AIRWAYS*,North Carolina,Take-off run,None,FALSE,FALSE,FLT 154,,Small,No Cloud,Unknown bird - small,1902,Dusk,Y,,0,0,0,0,0,,,100
Airplane,BURKE LAKEFRONT,Unknown,C-560,1,,,,,10/23/00 0:00,200379,No damage,,2,EXECUTIVE JET AVIATION,Ohio,,,FALSE,FALSE,BIRD HIT L WING TOP SIDE,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,C-560,1,,,,,10/23/00 0:00,206426,No damage,APF-PHF,2,EXECUTIVE JET AVIATION,N/A,,,FALSE,FALSE,BIRD HIT UPPER RT NOSE AFT OF RADOME FWD OF BAGGAGE DOOR. POSSIBLE ENG INGESTION.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-500,1,,,,,10/23/00 0:00,204864,No damage,,2,UNITED AIRLINES,California,Take-off run,,FALSE,FALSE,"bird hit center windshld, low. cleaned from radome and capt windshld.",,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,80
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,10/23/00 0:00,204713,No damage,DEN-EWR,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,SUSPECT BIRD STRIKE ON LWR L NOSE. FOUND AND CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,10/23/00 0:00,206065,No damage,SBA-SFO,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,CLEANED BLOOD OFF LE SLT RT WING TIP.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-767-200,1,,,,,10/23/00 0:00,202687,No damage,SFO-JFK,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,EVIDENCE OF BIRD INGESTION. CORE AREA. VISUALLY CHECKED FAN BLADE AND 1.5 COMP. NO DEFECTS.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,DENVER INTL AIRPORT,Unknown,B-727-200,1,,,,,10/23/00 0:00,210253,No damage,,3,UNITED AIRLINES,Colorado,Approach,,FALSE,FALSE,BIRD HIT RHS NOSE ON FINAL. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,JOHN F KENNEDY INTL,Unknown,B-747-400,1,,,,,10/23/00 0:00,206079,No damage,,4,SOUTH AFRICAN AIRWAYS,New York,Approach,None,FALSE,FALSE,"BLOOD SMEARS AND FEATHERS ON NOSE CONE ABOVE RADAR. FLT 201.  MAINT WAS ASKED TO CALL IF DMG. CARCASS PLACED IN FREEZER. 6 BIRDS SEEN, 1 HIT.",,Large,No Cloud,Canada goose,755,Day,N,,0,0,0,,,,,
,UNKNOWN,Unknown,UNKNOWN,1,,,,,10/23/00 0:00,211694,No damage,,,UNKNOWN,N/A,,,TRUE,FALSE,NO STRIKE REPT TO TWR. BIRD FOUND ON FIELD CHECK.,,,,Gulls,,,,,0,0,0,0,,,,
Airplane,RICHMOND INTL,> 1000 ft,MD-88,1,None,,,,10/23/00 0:00,206425,No damage,,2,DELTA AIR LINES,Virginia,Approach,None,FALSE,FALSE,SW & HEARD IMPACT ON FINAL APCH. POST FLT FOUND BLOOD TRAIL ON NOSE UNDER CAPT WINDOW. TIME OUT OF SVC 1/2 HR.,10/23/00 0:00,Small,No Cloud,Unknown bird - small,1950,Night,,1,0,0,0,,"1,700",,,140
Airplane,SACRAMENTO INTL,> 1000 ft,B-737-400,1,None,,,,10/23/00 0:00,205177,No damage,27 MI N SMF,2,ALASKA AIRLINES,California,Approach,None,FALSE,FALSE,WEATHER RADAR WAS ON AT TIME OF STRIKE.  HIT CO/P SIDE,10/23/00 0:00,Medium,No Cloud,Unknown bird - medium,2240,Night,Y,,0,0,0,27,"7,500",,,250
Airplane,UNKNOWN,Unknown,FOKKER F100,1,None,,,,10/23/00 0:00,210252,No damage,FOUND AT CMH,2,US AIRWAYS*,N/A,,None,FALSE,FALSE,EVIDENCE OF BIRD STRIKE FOUND ON L WING LE DURING WALK AROUND FOR NEXT FLT.,10/23/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Day,,,0,0,0,,,,,
Airplane,PORT COLUMBUS INTL,Unknown,A-320,1,None,,,,10/23/00 0:00,206649,No damage,,2,AMERICA WEST AIRLINES,Ohio,Approach,None,FALSE,FALSE,,10/23/00 0:00,Small,Some Cloud,Unknown bird - small,,Night,,,0,0,0,,,,,190
,LOS ANGELES INTL,Unknown,UNKNOWN,1,,,,,10/23/00 0:00,203530,No damage,,,UNKNOWN,California,,,TRUE,FALSE,"AT 0922 LCL, FOUND AT TWY W ONR RWY 24L. REPTD BY OPS SI WHO SAY BIRD ON RWY. A/C. UNKN",10/23/00 0:00,Medium,,American crow,,,,,0,0,0,0,,,,
,SHREVEPORT REGIONAL,Unknown,UNKNOWN,1,,,,,10/23/00 0:00,203529,No damage,,,UNKNOWN,Louisiana,,,TRUE,FALSE,"CARCASS FOUND AAT 1245 LCL., DAY",10/23/00 0:00,Small,,European starling,,,,,0,0,0,0,,,,
Airplane,ATLANTIC CITY INTL,Unknown,F-16C,1,None,,,,10/23/00 0:00,2458,No damage,,,MILITARY,New Jersey,,None,TRUE,TRUE,Struck station 3 at junction f pulon & ter. No damage.,10/23/00 8:31,Small,,Tufted titmouse,,Night,,,0,0,0,,,,,
Airplane,CHARLESTON AFB/INTL ARPT,> 1000 ft,C-17A,2 to 10,Precautionary Landing,,,,10/23/00 0:00,5713,No damage,,,MILITARY,South Carolina,Approach,None,FALSE,FALSE,,10/23/00 11:14,Medium,No Cloud,Unknown bird or bat,1220,Day,,,0,0,0,,"2,000",,,220
Airplane,CENTRAL NEBRASKA REGIONAL,> 1000 ft,BE-1900,1,None,,,,10/23/00 0:00,209223,No damage,,2,GREAT LAKES AIRLINES,Nebraska,Descent,Rain,FALSE,FALSE,BIRD HIT L WINDSHLD.,10/24/00 0:00,Medium,Overcast,Unknown bird - medium,2300,Night,,,0,0,0,,"3,500",,,220
Airplane,LOS ANGELES INTL,< 1000 ft,B-737-700,1,,,,,10/23/00 0:00,203300,No damage,,2,SOUTHWEST AIRLINES,California,Approach,None,FALSE,FALSE,GLANCING BLOW ON NOSE. BIRD APPEARED TO BE FLOATING BELOW AND TO THE LEFT OF THE FLT PATH BUT TURNED TOWARD THE A/C AND FLEW INTO IT.,10/25/00 0:00,,No Cloud,Gulls,,Day,Y,,0,0,0,,500,,,135
Airplane,AMARILLO INTL,< 1000 ft,MC-130H,2 to 10,Precautionary Landing,,,,10/23/00 0:00,2457,Caused damage,,,MILITARY,Texas,Approach,None,TRUE,TRUE,,11/15/00 13:53,Medium,Some Clouds,Northern pintail,1150,Day,,48,0,"9,221","9,221",,"1,000",,,155
Airplane,GULFPORT BILOXI REGIONAL,< 1000 ft,T-1A,1,Precautionary Landing,,,,10/23/00 0:00,2459,No damage,,,MILITARY,Mississippi,Approach,None,FALSE,FALSE,"Saw 2 birds, hit one.  No damage noted.",1/18/01 17:33,Small,No Clouds,Unknown bird - small,940,Day,,0,0,0,0,,5,,,115
Airplane,ORLANDO INTL,< 1000 ft,B-737-200,1,None,,,,10/24/00 0:00,203448,No damage,,2,DELTA AIR LINES,Florida,Approach,None,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 1. FLT 2459",,Medium,Some Cloud,Unknown bird - medium,2025,Night,,,0,0,0,,700,,,140
,ST. PETERSBURG/CLEARWATER INTL,< 1000 ft,UNKNOWN,1,Aborted Take-off,,,,10/24/00 0:00,207384,No damage,,,GOVERNMENT,Florida,Take-off run,None,FALSE,FALSE,CREW CHECKED FOR DMG AND DEPTD. ARPT OPS REMOVED BIRD.,,,No Cloud,Hawks,,Day,N,,0,0,0,0,0,,,
Airplane,BALTIMORE WASH INTL,> 1000 ft,B-737-200,1,None,,,,10/24/00 0:00,203387,No damage,,2,US AIRWAYS*,Maryland,Descent,None,FALSE,FALSE,HIT FUSELAGE UNDER WINDOW. SAW 5.,,Medium,Overcast,Unknown bird - medium,,Day,N,,0,0,0,,"4,500",,,230
Airplane,WILL ROGERS WORLD ARPT,< 1000 ft,B-737-300,1,None,,,,10/24/00 0:00,208934,No damage,,2,SOUTHWEST AIRLINES,Oklahoma,Take-off run,None,FALSE,FALSE,FLT 2241 HIT A FALCON 3500' DOWN RWY. PILOT DID NOT REPT DMG. CONTD TO PHX. BIRD WAS RECOVERED WHOLE.,,,Some Cloud,Falcons and Caracaras,,Day,N,,0,0,0,0,0,,,
Airplane,SACRAMENTO INTL,< 1000 ft,C-208,2 to 10,Precautionary Landing,,,,10/24/00 0:00,206675,No damage,,1,BUSINESS,California,Climb,None,FALSE,FALSE,"BIRDS HAD BLACK WING, WHITE BELLY. HIT 3 OF 7 BIG BIRD DIRECTLY INTO PROP. APPEARS TO BE NO DMG. 30 MINUTES OUT OF SERVICE. ASSUME SNOW GEESE FROM DESCRIPTION.",,Large,No Cloud,Snow goose,,Day,N,1,0,0,0,,"1,000",,,120
Airplane,UNKNOWN,Unknown,DC-10-10,1,,,,,10/24/00 0:00,205736,No damage,SFO-ORD,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,"POSSIBLE BIRD STRIKE AROUND NOSE AREA. FIRST INSPN FUND NOTHING.  ON SECOND LED FROM LAX TO ORD, OPENED LH GEAR DOOR AND FUND A DUCK STUCK INSIDE. NO DMG.",,,,Ducks,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,10/24/00 0:00,205735,No damage,LAX-DEN,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,CLEANED AND BORESCOPED. NO LIMITING DEFECTS. INGESTION.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,Unknown,B-727-200,1,None,,,,10/24/00 0:00,203976,No damage,,3,FEDEX EXPRESS,Alabama,Approach,,FALSE,FALSE,CREW NOTICED A BIRD STRIKE ON CAPT L1 WINDOW ON APCH. INSPN. A/C RELEASED BACK IN SVC.,,Medium,,Unknown bird - medium,,,N,,0,0,0,,,,,
,CHICAGO MIDWAY INTL ARPT,Unknown,UNKNOWN,1,,,,,10/24/00 0:00,206634,No damage,,,UNKNOWN,Illinois,,,TRUE,FALSE,"FOUND AT 1845 22R BTN 31C/31L, FRESH DEAD",,Medium,,Ring-billed gull,,,,,0,0,0,0,,,,
Airplane,LOS ANGELES INTL,> 1000 ft,MD-82,1,None,,,,10/24/00 0:00,205550,Caused damage,13 NM OUT,2,AMERICAN AIRLINES,California,Approach,None,FALSE,FALSE,"DENTED NOSE, ANGLE OF ATTACK BENT AND CRACKED.",,,Some Cloud,Ducks,1200,Day,N,,0,0,0,13,"2,400",,,170
Airplane,UNKNOWN,Unknown,MD-80,1,,,,,10/24/00 0:00,207658,Caused damage,FOUND AT DFW,2,AMERICAN AIRLINES,N/A,,,FALSE,FALSE,ENG WAS REMOVED. NO DMG REPTD BY P&W. INGESTION. (AIRLINE REPTD SEVERAL TURBINE BLADES CRACKED & TORN),,Medium,,Red-tailed hawk,,,,,0,0,0,,,,,
,ATLANTIC CITY INTL,Unknown,UNKNOWN,1,,,,,10/24/00 0:00,201765,No damage,,,UNKNOWN,New Jersey,,,TRUE,FALSE,POSSIBLE KC-10,10/24/00 0:00,Small,,European starling,,,,,0,0,0,0,,,,
Airplane,COLEMAN A YOUNG MUNICIPAL ARPT,< 1000 ft,HAWKER-SDLY HS125,1,Precautionary Landing,EMERGENCY DECLARED,,,10/24/00 0:00,207761,Caused damage,,2,BUSINESS,Michigan,Climb,Fog,FALSE,FALSE,BIRD HIT RHS FUSELAGE AND WENT THRU #2 ENG. COMPRESSOR STALLED BUT CONTD TO RUN. REDUCED POWER TO FLT IDLE. ENG INDICATIONS WITHIN NORMAL LIMITS. DECLARED EMERGENCY AND MADE UNEVENTFUL SINGLE ENG LDG AT DET. #2 FAN ASSEMBLY HAD 18 DAMAGED BLADES.,10/24/00 0:00,Medium,Overcast,Unknown bird - medium,858,Day,N,168,0,"112,255","112,255",,300,,,180
Airplane,ATLANTA INTL,> 1000 ft,B-737-200,1,None,,,,10/24/00 0:00,203386,No damage,,2,US AIRWAYS*,Georgia,Approach,None,FALSE,FALSE,,10/25/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Night,N,,0,0,0,,"2,000",,,200
Airplane,GULFPORT BILOXI REGIONAL,< 1000 ft,KC-135R,1,Precautionary Landing,,,,10/24/00 0:00,2950,No damage,,,MILITARY,Mississippi,Approach,None,FALSE,FALSE,Pilot heard thump as bird hit just below windscreen.  Crew went around from landing and returned to home base for one landing.  No damage found on aircraft.  No remains found to be inspected.  Mission terminated early due to bird strike.,10/25/00 7:28,Medium,No Clouds,Unknown bird - medium,2115,Night,,0,0,0,0,,300,,,150
,RONALD REAGAN WASHINGTON NATL,Unknown,UNKNOWN,1,,,,,10/24/00 0:00,201192,No damage,,,UNKNOWN,DC,,,TRUE,FALSE,"FOUND AT 1640, LCL.",10/27/00 0:00,Small,,American kestrel,,,,,0,0,0,0,,,,
,SALT LAKE CITY INTL,< 1000 ft,UNKNOWN,1,None,,,,10/25/00 0:00,214975,No damage,,,DELTA AIR LINES,Utah,Landing Roll,None,FALSE,FALSE,NO DMG REPTD.,,Small,Some Cloud,Unknown bird - small,,,Y,,0,0,0,0,0,,,
Airplane,ORLANDO INTL,< 1000 ft,B-737-200,1,None,,,,10/25/00 0:00,205496,No damage,,2,DELTA AIR LINES,Florida,Approach,None,FALSE,FALSE,SOUNDED LIKE LRG BIRD HIT RADOME. CLEANED REMAINS.,,Medium,No Cloud,Unknown bird - medium,,Night,Y,,0,0,0,,7,,,140
Airplane,FORT WORTH ALLIANCE,< 1000 ft,DC-10-10,1,Aborted Take-off,,,,10/25/00 0:00,208835,No damage,,3,FEDEX EXPRESS,Texas,Take-off run,None,FALSE,FALSE,ALERT III WAS CALLED WHEN FEX EX ABTD T/O DUE TO A POSSIBLE BLOWN TIRE. ARPT VEHICLE DETERMINED THERE WAS NO BLOWN TIRE. FLT SFTY REPTD A BIRD STRIKE WITH NO DMG. A/C DOWN FOR 2 HRS TO ALLOW BRAKES TO COOL.,,Medium,,Unknown bird - medium,,Dusk,,2,0,0,0,0,0,,,125
Airplane,MEMPHIS INTL,< 1000 ft,DC-9-30,2 to 10,,,,,10/25/00 0:00,201685,No damage,,2,NORTHWEST AIRLINES,Tennessee,Climb,,FALSE,FALSE,2 OR MORE BIRD HIT. FLT 1600. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,400,,,
Airplane,HOUSTON-HOBBY,< 1000 ft,DHC8 DASH 8,1,None,,,,10/25/00 0:00,207735,No damage,,2,BUSINESS,Texas,Approach,None,FALSE,FALSE,BIRD STRIKE ON SHORT FINAL. LANDED W/O INCIDENT.,,,No Cloud,Sparrows,820,Day,N,,0,0,0,,200,,,110
Airplane,MEMPHIS INTL,> 1000 ft,DC-10-30,1,None,,,,10/25/00 0:00,208805,No damage,,3,FEDEX EXPRESS,Tennessee,Climb,None,FALSE,FALSE,UNKN IF DMG,,Small,No Cloud,Unknown bird - small,,Night,,,0,0,0,,"2,000",,,150
Airplane,CHICAGO O'HARE INTL ARPT,Unknown,A-320,1,,,,,10/25/00 0:00,206657,No damage,,2,UNITED AIRLINES,Illinois,Approach,,FALSE,FALSE,"BIRD STRIKE ON FINAL. HIT NOSE AND WINDSCREEN. CLEANED, INSPCTD.",,,,Ducks,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,10/25/00 0:00,205568,No damage,CVG-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT RT WING INBD OF #1 ENG. CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,LEHIGH VALLEY INTL,Unknown,B-737-200,1,,,,,10/25/00 0:00,204162,No damage,,2,UNITED AIRLINES,Pennsylvania,Climb,,FALSE,FALSE,BIRD HIT CAPT 1L WINDSHLD. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9-50,2 to 10,Aborted Take-off,,,,10/25/00 0:00,210531,Caused damage,,2,NORTHWEST AIRLINES,Michigan,Take-off run,,FALSE,FALSE,"FLT 1749 REJECTED TAKEOFF DUE TO STRIKING A FLOCK OF BIRDS (#NOT REPTD, ASSUME 2-10). HAD TO REPLACE ALL 4 BRAKES AND TIRES.",,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-300,2 to 10,None,,,,10/25/00 0:00,208274,No damage,,2,ASTAR AIR CARGO,New York,Take-off run,None,FALSE,FALSE,"CAPT REPTD STRIKING 2, ARPT OPS REPTD 1. BIRD ID BY WILDLF BIOL.",10/25/00 0:00,Medium,No Cloud,Herring gull,1405,Day,N,,0,0,0,0,0,,,160
Airplane,UNKNOWN,Unknown,B-737-300,1,None,,,,10/25/00 0:00,205745,No damage,FOUND AT SNA,2,AMERICA WEST AIRLINES,N/A,,None,FALSE,FALSE,FOUND EVIDENCE OF BIRDSTRIKE ON WALK AROUND POST FLT,10/25/00 0:00,Small,Some Cloud,Unknown bird - small,,Night,,,0,0,0,,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,10/25/00 0:00,210079,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,"REMOVED FROM TWY E  EAST OF E-9 INTRSN. REMAINS APPEARED TO BE FROM A RECENT STRIKE ALTHOUGH NONE WERE REPTD. TIME FOUND 0736, DAY.",10/25/00 0:00,Medium,,Peregrine falcon,,,,,0,0,0,0,,,,
,LOS ANGELES INTL,Unknown,UNKNOWN,1,,,,,10/25/00 0:00,209819,No damage,,,UNKNOWN,California,,,TRUE,FALSE,"CARCASS FOUND IN SAFETY AREA S OF RWY 24L AND E OF HIGH SPEED TWY Z INTACT. AT 1530, DAY",10/25/00 0:00,Small,,Barn owl,,,,,0,0,0,0,,,,
Airplane,AKRON-CANTON MUNICIPAL,< 1000 ft,BE-400 BJET,11 to 100,None,,,,10/25/00 0:00,205613,Caused damage,,2,BUSINESS,Ohio,Approach,Fog,FALSE,FALSE,"ON SHORT FINAL, IN OVERCAST AND FOG AND JUST AFTER ACQUIRING RWY ENVIRONMENT VISUALLY, A LRG FLOCK OF BIRD APPEARED DIRECTLY IN OUR FLT PATH. WE HIT SEVERAL BUT LANDED UNEVENTFULLY. THERE WERE AT LEAST 14 SEPARATE STRIKES DISTRIBUTED EVENLY AROUND THE PLA",10/30/00 0:00,Small,Overcast,European starling,,Dawn,N,,0,"12,562","12,562",,200,,,115
,DALLAS/FORT WORTH INTL ARPT,Unknown,UNKNOWN,1,,,,,10/25/00 0:00,205991,No damage,,,UNKNOWN,Texas,,,TRUE,FALSE,,2/15/01 0:00,,,Sparrows,,,,,0,0,0,0,,,,
Airplane,SACRAMENTO INTL,< 1000 ft,B-737,1,,,,1710,10/26/00 0:00,206638,No damage,,2,SOUTHWEST AIRLINES,California,Landing Roll,,FALSE,FALSE,,,,,Gulls,915,Day,,,0,0,0,0,0,,,
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-300,1,,,,,10/26/00 0:00,207725,No damage,,2,UNITED AIRLINES,California,Landing Roll,,FALSE,FALSE,CREW REPTD BIRD STRIKE UPON LDG. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-767-300,1,,,,,10/26/00 0:00,207949,No damage,,2,UNITED AIRLINES,California,Take-off run,,FALSE,FALSE,HAD BIRD STRIKE JUST PRIOR TO V1. JUST ABOVE COCKPIT WINDSHLD. MORE STRIKES POSSIBLE ON RT WING. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,PHILADELPHIA INTL,> 1000 ft,A-319,1,,,,,10/26/00 0:00,206048,No damage,,2,UNITED AIRLINES,Pennsylvania,Climb,,FALSE,FALSE,INSPN. REMAINS FOUND ON WINDSHLD,,Medium,,Unknown bird - medium,,,,,0,0,0,,"4,000",,,250
Airplane,WASHINGTON DULLES INTL ARPT,> 1000 ft,A-319,1,None,,,1745,10/26/00 0:00,207510,No damage,,2,UNITED AIRLINES,DC,Descent,None,FALSE,FALSE,PLANE REPTD AS A319 AND A320,,Medium,Overcast,Unknown bird - medium,2154,Night,,,0,0,0,,"4,000",,,
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,10/26/00 0:00,206463,No damage,MBS-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT UPPER SURFACE OF #2 SLAT OTBD EDGE. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,10/26/00 0:00,205416,No damage,ORD-DSM,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT RHS AFT OF EXT POWER DOOR. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-757-200,1,,,,,10/26/00 0:00,210511,No damage,DEN-MCI,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE ON AIRFRAME. ENG OPS NORMAL.CONDITIONAL INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,NEWARK LIBERTY INTL ARPT,Unknown,A-300,1,None,,,,10/26/00 0:00,207942,No damage,,2,FEDEX EXPRESS,New Jersey,Approach,,FALSE,FALSE,CAPT'S LWR WINDSHLD HAD MINOR STRIKE. CLEANED WITH WINDEX.,,Medium,,Unknown bird - medium,,Night,N,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,A-320,1,,,,,10/26/00 0:00,207935,Caused damage,ORD-DFW,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,L ENG EVIDENCE OF BIRD STRIKE FOUND ON CREW WALK RUND INSPN. SHOULD READ RUB STRIP DAMAGED AT 1 OCLOCK POSITION. INSPN. AND CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,PANAMA CITY - BAY COUNTY INTL,< 1000 ft,BE-1900,1,None,,,,10/26/00 0:00,201722,No damage,,2,AIR MIDWEST,Florida,Take-off run,None,FALSE,FALSE,PART STRUCK UNKN. FLT 550,10/26/00 0:00,,No Cloud,Doves,600,Dawn,,,0,0,0,0,0,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,10/26/00 0:00,205355,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,REMOVED FROM E-7 INTXN OF 07L/25R BY WS BIOL & OPS,10/26/00 0:00,Small,,White-throated swift,,,,,0,0,0,0,,,,
Airplane,ATLANTA INTL,> 1000 ft,B-717-200,1,None,,,,10/26/00 0:00,205599,No damage,,2,AIRTRAN AIRWAYS,Georgia,Climb,None,FALSE,FALSE,SOUND OF IMPACT INDICATED MED OR LRG BIRD. REMAINS VIS ON RADOME. SOME PAINT MISSING,10/27/00 0:00,Medium,No Cloud,Unknown bird - medium,2050,Night,Y,,0,0,0,,"4,500",,,230
Airplane,NEW ORLEANS INTL,> 1000 ft,B-737-300,1,None,,,,10/26/00 0:00,210492,No damage,,2,SOUTHWEST AIRLINES,Louisiana,Descent,None,FALSE,FALSE,HIT F/O WINDSHLD.,10/27/00 0:00,Small,No Cloud,Unknown bird - small,,Night,Y,,0,0,0,,"6,000",,,250
Airplane,ALBUQUERQUE INTL,> 1000 ft,MC-130P,1,None,,,,10/26/00 0:00,3861,No damage,,,MILITARY,New Mexico,Approach,None,FALSE,FALSE,,11/16/00 13:09,Small,No Clouds,Unknown bird - small,2350,Night,,0,0,0,0,,"1,500",,,190
Airplane,LINCOLN MUNICIPAL,> 1000 ft,WC-135C,2 to 10,,,,,10/26/00 0:00,3860,No damage,,,MILITARY,Nebraska,Approach,None,FALSE,FALSE,,1/5/01 10:54,Medium,No Clouds,Unknown bird - medium,2300,Night,,,0,0,0,,"2,000",,,200
Airplane,WILLOW RUN ARPT,< 1000 ft,B-727,1,None,,,,10/27/00 0:00,204879,No damage,,3,NORTHERN AIR CARGO,Michigan,Take-off run,None,FALSE,FALSE,,,,Some Cloud,Gulls,,Day,,,0,0,0,0,0,,,112
Airplane,GRANT COUNTY ARPT,< 1000 ft,B-747-400,1,None,,,,10/27/00 0:00,205463,No damage,,4,JAPAN AIRLINES,Washington,Take-off run,None,FALSE,FALSE,,,Medium,Overcast,Unknown bird - medium,,Day,N,,0,0,0,0,0,,,120
Airplane,KANSAS CITY INTL,< 1000 ft,MD-80,2 to 10,None,,,,10/27/00 0:00,200992,No damage,,2,DELTA AIR LINES,Missouri,Approach,None,FALSE,FALSE,"# BIRDS STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",,,No Cloud,Sparrows,2315,Night,Y,,0,0,0,,500,,,135
Airplane,UNKNOWN,Unknown,C-560,1,,,,,10/27/00 0:00,206596,No damage,FOUND AT CMH,2,EXECUTIVE JET AVIATION,N/A,,,FALSE,FALSE,BIRD HIT L INBD HEATED WING.,,Medium,,Unknown bird - medium,,,,1,0,0,0,,,,,
Airplane,KANSAS CITY INTL,Unknown,B-737,1,,,,,10/27/00 0:00,200993,No damage,,2,DELTA AIR LINES,Missouri,Approach,None,FALSE,FALSE,,,Small,Some Cloud,Unknown bird - small,2345,Night,Y,,0,0,0,,,,,135
